LONGITUDE,LATITUDE,CELL_RSRP,CELL_RSRQ,CELL_SINR,CELL_CELLID,зЪЙмаЁЧјКХ,ИњзйЧјТы,ЧјЯи
121.157006,30.088052,-90,-14,-2.8,214288966,214288966,26700,грвІ
121.1912077,30.02832042,-97.8,-12.5,1.36,152126850,152126850,22604,грвІ
121.1547236,30.01704049,-96.75,-10.5,0.5,152364417,152364417,22604,грвІ
121.1546742,30.01717828,-93.25,-8,2.5,152364417,152364417,22604,грвІ
121.154653,30.017062,-95,-12,1,188893953,188893953,22604,грвІ
121.0786296,30.15138292,-88,-12,0,198140930,198140930,26696,грвІ
121.000719,30.185722,-85,-13.5,-0.675,156526721,156526721,22720,грвІ
121.000744,30.185538,-89.33333333,-13.66666667,-2.533333333,156526721,156526721,22720,грвІ
121.113816,30.035952,-93,-12,0.4,214777153,214777153,26562,грвІ
121.138793,30.012386,-97,-16,-1.8,156896897,156896897,26566,грвІ
121.1746435,30.16520359,-97,-13,2.6,152240513,152240513,26695,грвІ
121.1263005,30.17605501,-95.5,-11,-5,214272321,214272321,26696,грвІ
121.371552,29.934013,-77,-11,2,186765314,186765314,26399,грвІ
121.060026,30.222912,-98,-14,0.6,198028545,198028545,22344,грвІ
121.366047,29.928352,-93,-13,-0.4,103034882,103034882,26399,грвІ
121.156956,30.088036,-90,-11,1.2,214288966,214288966,26700,грвІ
121.2387209,29.987036,-81.66666667,-13.16666667,1.2,156443011,156443011,26399,грвІ
121.162525,30.070027,-90,-15,-3.8,103016451,103016451,22342,грвІ
121.1625605,30.07011556,-89,-14,1.4,103016450,103016450,22342,грвІ
121.1624464,30.06976707,-93,-14.66666667,0.866666667,156776322,156776322,22342,грвІ
121.1624406,30.06967095,-87,-13,0.6,198061570,198061570,22342,грвІ
121.1624438,30.0696875,-87,-13,2,103009794,103009794,26700,грвІ
121.162462,30.06974013,-90,-18,0.6,208196420,208196420,22342,грвІ
121.1997469,30.14707091,-99.54545455,-11.90909091,2.272727273,188793858,188793858,26695,грвІ
121.1996566,30.1472318,-99,-11.6,2.4,186898946,186898946,26696,грвІ
121.261532,29.984674,-92,-12,-6,186915074,186915074,26399,грвІ
121.261938,29.985215,-92,-12,-6,186915074,186915074,26399,грвІ
121.1683841,29.9998801,-91,-12,0.4,208414531,208414531,26566,грвІ
121.179204,30.060848,-93,-13,2.6,156772225,156772225,22342,грвІ
121.180902,30.060551,-81.5,-10,-1,188937986,188937986,22342,грвІ
121.180902,30.060551,-85,-11,-2,156772225,156772225,22342,грвІ
121.180992,30.061378,-89,-11,-2,156772225,156772225,22342,грвІ
121.137685,30.045317,-99.5,-12.75,1.05,81238914,81238914,26562,грвІ
121.137717,30.093828,-90,-9,2,208416579,208416579,26700,грвІ
121.1372723,30.0930457,-92.66666667,-9,2,156374146,156374146,26696,грвІ
121.1387653,30.09359768,-92,-9,2,156374146,156374146,26696,грвІ
121.137147,30.093879,-92,-9,2,156374146,156374146,26696,грвІ
121.221278,30.033878,-98,-9,2.2,214253381,214253381,26399,грвІ
121.229781,30.001591,-97.14285714,-11.42857143,2.085714286,152382595,152382595,26399,грвІ
121.1386177,30.16142032,-94.5,-11.25,2.675,156566401,156566401,26695,грвІ
121.133184,30.04995431,-85.1,-9.6,-2.4,156631425,156631425,26562,грвІ
121.173181,30.109317,-97.2,-11.8,1.72,103022338,103022338,26696,грвІ
121.1022879,30.0945516,-86,-9,0,186889475,186889475,26696,грвІ
121.217988,30.036752,-81,-14,2,186768133,186768133,26399,грвІ
121.148522,30.006812,-91,-11,2.8,103012868,103012868,26566,грвІ
121.071551,30.064485,-82,-8,-0.8,156771457,156771457,26699,грвІ
121.105205,30.156185,-98,-15,-1.2,193218562,193218562,26696,грвІ
121.0932347,30.06266694,-95,-9.666666667,2.333333333,156333697,156333697,26699,грвІ
121.1791005,30.06359429,-89,-11,1.8,103008514,103008514,22342,грвІ
121.143459,30.006053,-97.66666667,-12,0.6,103035139,103035139,26566,грвІ
121.1783558,30.01241916,-99,-14,-1.6,188894209,188894209,26566,грвІ
121.1783558,30.01241916,-90,-9,0.8,119876291,119876291,26566,грвІ
121.178361,30.01241984,-96.5,-14.5,-0.2,156681857,156681857,22604,грвІ
121.1466606,30.07609272,-84.42857143,-11.28571429,-2.285714286,198177282,198177282,26700,грвІ
121.1456689,30.0807449,-96,-13,2,265050502,265050502,26700,грвІ
121.0654989,30.28077559,-98.5,-14,-2,264913543,264913543,22344,грвІ
121.2425175,30.00111337,-98,-12.66666667,1.333333333,156495245,156495245,26399,грвІ
121.0966048,30.19737721,-92.33333333,-12,1.666666667,186897922,186897922,22344,грвІ
121.0777388,30.08011294,-78,-11.33333333,0.666666667,152294019,152294019,26699,грвІ
121.077694,30.07964193,-75,-17,-4,152294017,152294017,26699,грвІ
121.1245454,30.03517687,-81,-16,2.4,156273026,156273026,26562,грвІ
121.1234003,30.0350906,-80,-11,0.8,197989633,197989633,26562,грвІ
121.1223728,30.03505805,-74,-10,-1.6,103010306,103010306,26562,грвІ
121.1580931,30.01523349,-98.75,-6,2.25,198052869,198052869,22604,грвІ
121.0873995,30.10051455,-96.7,-11.8,2.7,156774273,156774273,26696,грвІ
121.036135,30.167677,-97.4,-12.4,1.6,102915331,102915331,22720,грвІ
121.1650152,30.06234323,-90.75,-9.5,1.75,189006339,189006339,22342,грвІ
121.2103654,29.9962934,-99,-15,-5,152121987,152121987,26566,грвІ
121.1844716,30.02307712,-83,-10,1.2,103022853,103022853,22604,грвІ
121.1822567,29.99912012,-90.2,-13.4,1.52,81220483,81220483,26566,грвІ
121.1822529,29.99915609,-93,-16,-2.4,81220482,81220482,26566,грвІ
121.1822623,29.99915781,-88.33333333,-11.33333333,2.066666667,81220485,81220485,26566,грвІ
121.143572,30.092897,-99,-14,1,103185165,103185165,26696,грвІ
121.143572,30.092897,-95.33333333,-12,-0.866666667,265263233,265263233,26696,грвІ
121.143572,30.092897,-98,-9,2.6,208627266,208627266,26696,грвІ
121.139267,30.043153,-96,-11,1.6,189040641,189040641,26562,грвІ
121.139228,30.043192,-98,-14,-1.2,189040641,189040641,26562,грвІ
121.206891,30.16775681,-93,-14,-1.2,102993153,102993153,26695,грвІ
121.206967,30.167759,-93,-14,1,156697218,156697218,26695,грвІ
120.980829,30.06891846,-96,-17,-2.8,152382337,152382337,26699,грвІ
120.9808302,30.0689257,-93.57142857,-13.71428571,-1.514285714,152382338,152382338,26699,грвІ
121.200702,30.155931,-99,-12,1,188793857,188793857,26695,грвІ
121.1614705,30.08922025,-97,-13.66666667,-1.466666667,103026178,103026178,26700,грвІ
121.1615661,30.08924931,-98.66666667,-11.83333333,0.533333333,103016963,103016963,26700,грвІ
121.1615451,30.08925591,-99,-14,-1,103013893,103013893,26700,грвІ
121.0340633,30.15749864,-98,-13,2.8,264923269,264923269,22720,грвІ
120.9992174,30.0747595,-88.28571429,-11.42857143,1.857142857,152552835,152552835,26699,грвІ
120.9992133,30.07474447,-89,-12,2,189064449,189064449,26699,грвІ
120.9992133,30.07474447,-89.5,-12,2,189064450,189064450,26699,грвІ
121.1205985,30.05008266,-90.5,-12,1,265049222,265049222,26562,грвІ
121.120609,30.04999132,-91,-12,1,157055111,157055111,26699,грвІ
121.120609,30.04999132,-92,-11,0,157055108,157055108,26699,грвІ
121.120609,30.04999132,-93,-13,-4,157055111,157055111,26699,грвІ
121.1205881,30.04996935,-92,-11,0,188933123,188933123,26562,грвІ
121.1206175,30.04998928,-91,-11,0,188933123,188933123,26562,грвІ
121.0893075,30.05431014,-95.2,-6.4,-7.4,186887426,186887426,26699,грвІ
121.179204,30.060848,-89.71428571,-12,2.742857143,103008259,103008259,22342,грвІ
121.1628451,30.07495488,-83,-9.75,1.875,198057986,198057986,26700,грвІ
121.1627656,30.07498752,-85.5,-12,0,198060291,198060291,26700,грвІ
121.1618646,30.01186944,-94.5,-11,1,103015939,103015939,22604,грвІ
121.1619227,30.01169425,-91,-12.66666667,-0.8,213950530,213950530,22604,грвІ
120.9801617,30.16147878,-95.25,-12.125,2.375,186894851,186894851,22720,грвІ
121.0730081,30.25908046,-83.77777778,-9,2.888888889,156579201,156579201,22344,грвІ
121.1372549,30.05016328,-95.66666667,-10.33333333,-0.222222222,102995970,102995970,26562,грвІ
121.1372572,30.05022,-98,-10,0,213951555,213951555,26562,грвІ
121.155794,30.049678,-95,-8,2,198178562,198178562,26564,грвІ
121.155853,30.049787,-95,-8,2,103715073,103715073,26564,грвІ
121.155853,30.049787,-93,-8,2,198178562,198178562,26564,грвІ
121.155853,30.049787,-92,-8,2,103715076,103715076,26564,грвІ
121.1376509,30.05586634,-93,-13,2,265048198,265048198,26562,грвІ
121.1376161,30.05578776,-93,-17,-8,188887809,188887809,26562,грвІ
120.9697523,30.08492581,-95.125,-10.375,1.85,214257729,214257729,26699,грвІ
121.004719,30.18667887,-94,-13,1,186820611,186820611,22720,грвІ
121.141358,30.093268,-76,-12,-4,198060547,198060547,26696,грвІ
121.1421148,30.09311605,-77,-12,-4,198060545,198060545,26696,грвІ
121.1442424,30.09230577,-81,-22,-13,208416577,208416577,26700,грвІ
121.0748518,30.18100293,-86,-12.6,0.76,156663425,156663425,22344,грвІ
121.07485,30.1810163,-92,-11.5,-0.1,193389057,193389057,22344,грвІ
121.2856463,30.007755,-96.75,-8.5,-2,186767618,186767618,26399,грвІ
121.2854446,30.00775684,-96.83333333,-12,-3,186767618,186767618,26399,грвІ
121.155822,30.034668,-99,-14,-3,103400195,103400195,22604,грвІ
121.1284985,30.12716948,-90.25,-12.5,2.75,156439939,156439939,26696,грвІ
121.126024,30.048406,-88.83333333,-12.33333333,2.666666667,156897667,156897667,26562,грвІ
121.1674252,30.06205387,-85.125,-11,2.175,102885121,102885121,22342,грвІ
121.1675366,30.06262912,-85,-11,2.2,102885121,102885121,22342,грвІ
121.1429042,30.15997314,-83,-12,-2.2,156978049,156978049,26695,грвІ
121.171867,30.015493,-93,-7,-4,156681859,156681859,22604,грвІ
121.1720747,30.01579563,-92,-8,-1,214268483,214268483,22604,грвІ
121.1713601,30.01593289,-91,-11,-3,156681859,156681859,22604,грвІ
121.1713992,30.01578206,-92.25,-8,0.75,214268483,214268483,22604,грвІ
121.1713992,30.01578206,-94,-9,-2.333333333,152314499,152314499,22604,грвІ
121.1374236,30.04737061,-96.66666667,-12,-0.6,102995714,102995714,26562,грвІ
121.0934847,30.16617215,-97,-9,2,214270019,214270019,22344,грвІ
121.067191,30.249011,-92,-11,1.7,156663683,156663683,22344,грвІ
121.068104,30.2494,-92,-11,1.7,156663683,156663683,22344,грвІ
121.0681715,30.2494955,-92,-11,1.7,156663683,156663683,22344,грвІ
121.0687196,30.24941271,-92,-13,0.7,208774978,208774978,22344,грвІ
121.132308,30.031398,-93,-13,2,208498498,208498498,22604,грвІ
121.132308,30.031398,-93,-16,-2,102996227,102996227,22604,грвІ
121.1324483,30.0313595,-93.5,-13.25,-0.55,208498498,208498498,22604,грвІ
121.2031714,30.04401348,-72.1,-11.1,2.68,186884098,186884098,26399,грвІ
121.1558485,30.09006116,-83.5,-12,2,186981379,186981379,26700,грвІ
121.155794,30.08991835,-89,-10,-4,156447361,156447361,26700,грвІ
121.0829439,30.14313803,-92,-15,-4,265170562,265170562,26696,грвІ
121.3467864,30.01960614,-89,-12,-0.6,214465090,214465090,26399,грвІ
121.3467864,30.01960614,-79,-12,-3.8,208415299,208415299,26399,грвІ
121.346981,30.019593,-79,-14,-13.4,208415299,208415299,26399,грвІ
121.1784745,30.08058474,-99.2,-11,-3.1,214652993,214652993,22342,грвІ
121.1567249,30.10019676,-98,-12,1,152117121,152117121,26696,грвІ
121.147892,30.08448866,-95,-12,0.8,103012099,103012099,26700,грвІ
121.1339128,30.09228244,-89,-12.5,0.5,188934913,188934913,26696,грвІ
121.1339128,30.09228244,-91.66666667,-15,-2,81021057,81021057,26696,грвІ
121.0567664,30.16327022,-94.66666667,-9.666666667,0.333333333,264923524,264923524,22720,грвІ
121.059909,30.137384,-89,-14.4,-0.76,186900481,186900481,26696,грвІ
121.128687,30.164624,-95.33333333,-8.666666667,2.933333333,214753345,214753345,26696,грвІ
121.128479,30.164768,-96,-10,2.8,214753345,214753345,26696,грвІ
121.1980972,30.02139716,-77,-12.8,2.06,193311747,193311747,26399,грвІ
121.1489596,30.14915084,-99.44444444,-10.55555556,-0.333333333,103012355,103012355,26696,грвІ
121.0187183,30.15182834,-86,-14,-6,197923842,197923842,22720,грвІ
121.0202924,30.1525293,-89,-14,-6,156872579,156872579,22720,грвІ
121.0229384,30.15374213,-88,-12.5,-4.5,156872579,156872579,22720,грвІ
121.024292,30.15432454,-89,-11,-3,157130625,157130625,22720,грвІ
121.1850996,30.06850959,-94.71428571,-10,2.585714286,103023874,103023874,22342,грвІ
121.1848423,30.06845142,-96,-10.5,2.35,103023874,103023874,22342,грвІ
121.1525303,30.05600819,-99.4,-10.8,2,102999811,102999811,26562,грвІ
121.1871046,30.08499035,-97.71428571,-12.85714286,-0.057142857,81015425,81015425,22342,грвІ
121.23259,30.025701,-92,-11,-2,198029576,198029576,26399,грвІ
121.2369135,30.0242863,-92,-9,1,198029576,198029576,26399,грвІ
121.246738,30.02223551,-89,-11,-3,156978561,156978561,26399,грвІ
121.040086,30.16143,-98,-11,-0.2,152286082,152286082,22720,грвІ
121.134346,30.150982,-85,-15,-1.4,81018753,81018753,26696,грвІ
121.132,30.150537,-85,-17.5,-4.1,81018753,81018753,26696,грвІ
121.13268,30.163465,-88,-15,-0.6,81018753,81018753,26696,грвІ
121.129437,30.149034,-87,-14,-0.6,81018753,81018753,26696,грвІ
121.067602,30.155124,-86.8,-11,1.12,156754306,156754306,22720,грвІ
121.067602,30.155124,-84,-13,-5.4,152063106,152063106,22720,грвІ
121.067602,30.155124,-95,-12,-1,102988289,102988289,26696,грвІ
121.062998,30.15423,-88.66666667,-11.33333333,-0.066666667,156754306,156754306,22720,грвІ
121.1463487,30.01114502,-89,-13,-2.2,119752129,119752129,26566,грвІ
121.1463493,30.01114692,-89,-13,-1.6,119752129,119752129,26566,грвІ
121.01046,30.1799732,-99.4,-9.2,0.4,157127553,157127553,22720,грвІ
121.1519196,30.118843,-98.7,-13.7,-0.02,103013379,103013379,26696,грвІ
121.133357,30.15321386,-99.57142857,-13.85714286,1.828571429,103026436,103026436,26696,грвІ
121.1755078,30.03388699,-75,-15,-2.6,208414275,208414275,26399,грвІ
121.1780707,30.03449788,-75,-15,-2.6,208414275,208414275,26399,грвІ
121.156073,30.002896,-95,-9,2.4,198004993,198004993,26566,грвІ
121.146442,30.09394176,-91.33333333,-7,0.666666667,156374158,156374158,26696,грвІ
121.1464624,30.0939445,-97,-12,-1,265263233,265263233,26696,грвІ
121.0359578,30.16619113,-91,-11,1,102915336,102915336,22720,грвІ
121.0359578,30.16619113,-94,-7,2,157073537,157073537,22720,грвІ
121.1507058,30.03342909,-90,-8,2,208619073,208619073,22604,грвІ
121.1506793,30.03341715,-90,-8,2,208619073,208619073,22604,грвІ
121.1692322,30.0975036,-78,-8,2.6,193258497,193258497,26700,грвІ
121.1961003,30.05222412,-98,-18,-2,198055426,198055426,22342,грвІ
120.9632083,30.11611081,-89,-12,2.3,156756355,156756355,22720,грвІ
121.1839375,30.03806053,-92.66666667,-12.83333333,0.466666667,198055681,198055681,22604,грвІ
121.1392592,30.03910889,-94,-12,-2.6,102994435,102994435,22604,грвІ
121.1846172,30.02094112,-88.33333333,-16,-6,186816007,186816007,26399,грвІ
121.1148524,30.15499105,-96,-10,2,214272325,214272325,26696,грвІ
121.114799,30.15500244,-98,-10,1,156778371,156778371,26696,грвІ
121.132225,30.154253,-80,-11,-0.8,188893699,188893699,26696,грвІ
121.1322872,30.15507507,-80.5,-14,-2.85,188893699,188893699,26696,грвІ
121.1322699,30.15503398,-80,-12,-2.6,188893702,188893702,26696,грвІ
121.1659744,30.08654243,-96,-9,2.6,214262593,214262593,26700,грвІ
121.1149129,30.03756951,-92.5,-9,1,214680641,214680641,26562,грвІ
121.1148974,30.03806093,-93,-8.6,1.8,214680641,214680641,26562,грвІ
121.1148212,30.03789659,-96,-9,0,152294279,152294279,26562,грвІ
121.1148842,30.03793579,-90,-10,-4,152294279,152294279,26562,грвІ
121.1623806,30.07173663,-95.66666667,-12.33333333,0.444444444,103004161,103004161,22342,грвІ
121.1413311,30.15501926,-93,-5,-3,102993665,102993665,26695,грвІ
121.1413311,30.15501926,-96,-5,-3,102993668,102993668,26695,грвІ
121.296152,30.028262,-89,-10,-11,214463042,214463042,26399,грвІ
121.1149726,30.03796577,-92,-10,2,208496449,208496449,26562,грвІ
121.1150583,30.03799018,-95,-9,0,265169288,265169288,26562,грвІ
121.163654,30.066124,-95,-11.5,1.2,188934145,188934145,22342,грвІ
121.0881907,30.09931978,-86.5,-13.75,0.25,156937347,156937347,26696,грвІ
121.0428333,30.19984315,-96,-9,0,265184385,265184385,22720,грвІ
121.0427808,30.19986599,-96,-12,-5,81153153,81153153,22344,грвІ
121.042797,30.19987567,-99,-10.33333333,-4.333333333,119747524,119747524,22720,грвІ
121.0428223,30.19987549,-97.33333333,-9,-1.666666667,119747521,119747521,22720,грвІ
121.1099268,30.07091892,-98,-14,-1.9,81261186,81261186,26699,грвІ
121.1616444,30.01064448,-91,-14.55555556,0.6,186986241,186986241,22604,грвІ
121.161641,30.010874,-87,-13,0.6,157260419,157260419,22604,грвІ
120.9786995,30.073956,-83,-13.75,0.35,157131139,157131139,26699,грвІ
121.026049,30.168675,-79,-12,-2,81154433,81154433,22720,грвІ
121.1243673,30.02478276,-86,-10.5,2.9,152493954,152493954,26566,грвІ
121.1608461,30.02735596,-83,-13,-7,103078913,103078913,22604,грвІ
121.211669,30.011404,-97.11111111,-15.22222222,-3.711111111,186874369,186874369,26399,грвІ
121.211669,30.011404,-99,-17,-4.6,156373635,156373635,26399,грвІ
121.0597751,30.08940945,-95,-11,-3.2,103807753,103807753,26699,грвІ
121.146021,30.097369,-96.2,-13.2,0.12,156771971,156771971,26696,грвІ
121.146021,30.097369,-97.2,-14,2.02,152117121,152117121,26696,грвІ
121.017436,30.171084,-81,-12,2,119747521,119747521,22720,грвІ
121.2940282,30.02796491,-99,-13,1.1,198064902,198064902,26399,грвІ
121.146331,30.106268,-93,-13,0,103027203,103027203,26696,грвІ
121.146331,30.106268,-96.33333333,-17,-3.7,103027201,103027201,26696,грвІ
121.146939,30.111323,-79,-13,1,81155203,81155203,26696,грвІ
121.146953,30.116529,-85.5,-16.5,-2.6,81155203,81155203,26696,грвІ
121.1459634,30.07865144,-87.5,-12.83333333,1.333333333,188934657,188934657,26700,грвІ
121.344702,30.020181,-89,-12,0,81024642,81024642,26399,грвІ
121.11395,30.167307,-94,-12,-9,214650177,214650177,26696,грвІ
120.9553068,30.11619889,-94.5,-11.3,-0.9,187026177,187026177,22720,грвІ
120.972018,30.122768,-96.5,-11,1.6,156872066,156872066,22720,грвІ
120.972018,30.122768,-99,-15,0.2,156567681,156567681,22720,грвІ
120.9783502,30.0711103,-96,-12,1.8,152382341,152382341,26699,грвІ
121.0355925,30.18317457,-93,-7.1,2.7,81153154,81153154,22344,грвІ
121.0223568,30.1531958,-93,-13,1.6,157130625,157130625,22720,грвІ
121.192858,30.031263,-94,-11,1.4,156778113,156778113,22604,грвІ
121.1156612,30.04666567,-79.83333333,-7.666666667,1.833333333,152193921,152193921,26699,грвІ
121.06509,30.10168956,-93.25,-10.25,2.675,186889219,186889219,26696,грвІ
121.145534,30.044766,-96,-13.5,-0.466666667,152240769,152240769,26562,грвІ
121.1412039,30.15893039,-66,-14,2.2,156978051,156978051,26695,грвІ
121.140571,30.15559,-69,-12,1.6,156978050,156978050,26695,грвІ
121.141177,30.160628,-81,-15,2.6,156978051,156978051,26695,грвІ
121.090801,30.162575,-82,-13,0,102989315,102989315,22344,грвІ
121.090801,30.162575,-87,-14,0.8,208321601,208321601,22344,грвІ
121.1831725,30.05189463,-97.1,-12.4,-0.1,103022595,103022595,22342,грвІ
121.1430295,30.05003201,-98,-12,-2,152062594,152062594,26562,грвІ
121.1430312,30.05002206,-98.33333333,-10.11111111,0.666666667,152062594,152062594,26562,грвІ
120.9669197,30.12271186,-98.4,-9.2,1.4,156756353,156756353,22720,грвІ
121.1473975,30.03915093,-94,-9,0.8,156774785,156774785,26562,грвІ
121.1956844,30.06945936,-91,-5,2,198053381,198053381,22342,грвІ
121.1424208,30.0969069,-96.4,-12.3,2.54,152117122,152117122,26696,грвІ
121.2318576,29.97347036,-90.4,-11.2,-0.04,198028035,198028035,26399,грвІ
121.232057,29.973566,-89,-11,2.2,198028035,198028035,26399,грвІ
121.0938395,30.09869086,-80,-12,2.2,156775297,156775297,26696,грвІ
121.1925213,30.14491753,-90.75,-8.75,1.5,186898946,186898946,26696,грвІ
121.1925696,30.14486504,-89.5,-12,-1,156441987,156441987,26695,грвІ
121.1150472,30.01500922,-92,-13,-4,103030018,103030018,26566,грвІ
121.1507962,30.01494813,-85,-11.9,1.6,197938177,197938177,26566,грвІ
121.167043,30.141957,-91,-13,-3.2,103015682,103015682,26695,грвІ
121.166824,30.14145264,-89.42857143,-11.57142857,-0.628571429,103015682,103015682,26695,грвІ
121.1669016,30.14145481,-89.5,-12.5,-1.45,156756610,156756610,26696,грвІ
121.1701124,30.03871994,-88,-11.83333333,1.633333333,157259401,157259401,22604,грвІ
121.085057,30.167487,-97,-14,0.8,102989059,102989059,22344,грвІ
121.115038,30.014965,-93,-12,1,103030017,103030017,26566,грвІ
120.987372,30.18939399,-86.42857143,-7.428571429,0,214257986,214257986,22720,грвІ
121.216191,30.1717668,-98.9,-10.2,0.9,102994177,102994177,26695,грвІ
121.164294,29.99703,-94.1,-13.4,-0.72,103440130,103440130,26566,грвІ
121.1541916,30.0509949,-95.36363636,-11.45454545,0,197990145,197990145,26564,грвІ
121.1542651,30.05124702,-96.5,-11,-1,197990145,197990145,26564,грвІ
121.1133378,30.01490077,-89.625,-13.625,-0.125,103030018,103030018,26566,грвІ
121.1133202,30.01491021,-91,-16,-3,103028995,103028995,26566,грвІ
121.003383,30.075058,-83.4,-11.9,0.32,186770179,186770179,26699,грвІ
120.973604,30.159079,-98,-9,1.2,152490627,152490627,22720,грвІ
121.158928,30.066493,-91,-14,1.9,188934147,188934147,22342,грвІ
121.23173,29.96904243,-94,-12.5,1.3,152228737,152228737,26399,грвІ
121.2317329,29.96904904,-96,-13.5,1.9,152228738,152228738,26399,грвІ
121.002953,30.069605,-93.2,-11.7,-0.7,186770179,186770179,26699,грвІ
121.1651229,30.08375624,-97,-11,0.2,188894722,188894722,26700,грвІ
121.1412572,30.0580896,-73,-11.5,1.6,186822658,186822658,26562,грвІ
121.1665293,30.14938384,-94.25,-11.75,2.65,103015681,103015681,26695,грвІ
121.1665462,30.14938079,-97,-11.66666667,0.933333333,265131395,265131395,26695,грвІ
121.1296856,30.15472422,-93,-14.11111111,-0.511111111,188893699,188893699,26696,грвІ
121.130677,30.156521,-93,-14,-0.4,188893699,188893699,26696,грвІ
121.1801408,30.01208283,-97.5,-8,0.75,208414529,208414529,26566,грвІ
121.1802124,30.01203939,-98.75,-11.25,-1.75,264918663,264918663,26566,грвІ
121.1802124,30.01203939,-96,-7,2,156601731,156601731,26566,грвІ
121.1475474,30.03611841,-95.3,-12.2,0.1,103385089,103385089,22604,грвІ
121.0525258,30.02739421,-90,-11,2,265184641,265184641,26699,грвІ
121.2387685,29.98705556,-82.4,-13.6,0.2,156443011,156443011,26399,грвІ
121.2387535,29.98705084,-81.2,-11.6,2.88,103197699,103197699,26399,грвІ
121.1531917,30.01536792,-99.7,-13.7,2.58,81097857,81097857,26566,грвІ
121.0495076,30.15891588,-98,-13,0.7,102987265,102987265,22720,грвІ
121.183938,30.062664,-97.75,-8.75,2.5,156864641,156864641,22342,грвІ
121.18391,30.062577,-93,-10,-5,156864641,156864641,22342,грвІ
121.066445,30.076352,-92,-20,-6,81248387,81248387,26699,грвІ
121.143002,30.150981,-99,-18,-5.2,156443266,156443266,26695,грвІ
121.142709,30.150703,-98,-17,-4.5,156443266,156443266,26695,грвІ
121.1466477,30.02913357,-86,-8,-2,156318337,156318337,22604,грвІ
121.1465891,30.02908746,-87,-8,-2,152056196,152056196,22604,грвІ
121.1466048,30.02925022,-83,-8,-2,156318340,156318340,22604,грвІ
121.1465767,30.02900228,-81,-10,-4,152055937,152055937,22604,грвІ
121.140175,30.071489,-83,-15,-1,186815235,186815235,26700,грвІ
121.158099,30.040419,-94,-12,2,152052354,152052354,26564,грвІ
121.174071,30.078406,-98.7,-10.9,2.92,103017473,103017473,22342,грвІ
121.241,29.984488,-84,-11,0,156443010,156443010,26399,грвІ
121.2379817,29.98320964,-83.33333333,-10.66666667,0,156443010,156443010,26399,грвІ
121.2382042,29.98323649,-81.5,-9.5,-1.5,186764803,186764803,26399,грвІ
121.319144,29.992787,-90,-16,-4.2,198141187,198141187,26399,грвІ
121.116866,30.035497,-95,-13.5,2.5,186885121,186885121,26562,грвІ
121.102197,30.01568332,-83,-10,-0.4,103031043,103031043,26566,грвІ
121.0981163,30.01909125,-77,-11,1,103031043,103031043,26566,грвІ
121.3829783,30.01719094,-95.6,-12.5,0.1,186876931,186876931,26399,грвІ
121.1607216,30.05735487,-98,-16,-0.2,103005699,103005699,26562,грвІ
121.0024603,30.16828119,-97,-16.88888889,-3.955555556,186896386,186896386,22720,грвІ
121.0024574,30.16828885,-97,-16,-5.8,193312514,193312514,22720,грвІ
121.1776234,30.15183801,-96.1,-8.8,0.4,152378753,152378753,26695,грвІ
121.1308471,30.16007867,-98.33333333,-10.66666667,-0.777777778,102990082,102990082,26696,грвІ
121.097746,30.035798,-92.83333333,-11.5,2.066666667,156778881,156778881,26699,грвІ
121.099494,30.032664,-89,-11,0.2,156778881,156778881,26699,грвІ
121.1544057,30.04964681,-92,-10,-1,197990147,197990147,26564,грвІ
121.1543659,30.04967828,-91,-8.666666667,1.666666667,197990147,197990147,26564,грвІ
121.1199728,30.15621531,-91.11111111,-8.666666667,2.888888889,81018499,81018499,26696,грвІ
121.07658,30.069952,-94,-12,-1.2,156872834,156872834,26699,грвІ
121.0722192,30.24903185,-90,-13,-3.2,214457411,214457411,22344,грвІ
121.076175,29.911481,-95.5,-11,0,186811907,186811907,22465,грвІ
121.1507091,30.16849175,-96,-12,2,102991106,102991106,26695,грвІ
121.1479405,30.02423741,-99.125,-11.5,-0.5,81097857,81097857,26566,грвІ
121.00021,30.038026,-97,-10,1.5,156602502,156602502,26699,грвІ
121.0667824,30.10097134,-99.25,-13.25,0.95,186889218,186889218,26696,грвІ
121.076829,30.160401,-93,-14,2,197989891,197989891,26696,грвІ
121.077266,30.160088,-91.5,-12.5,0.5,156754305,156754305,22720,грвІ
121.077266,30.160088,-96,-14,-4.8,264918148,264918148,22720,грвІ
121.125462,30.162458,-97,-10,0.6,198152961,198152961,26696,грвІ
121.125462,30.162458,-97,-13,1.4,156774017,156774017,26696,грвІ
121.123375,30.16653,-98.76923077,-12.76923077,0.615384615,156774017,156774017,26696,грвІ
121.101627,30.030431,-94.66666667,-11.88888889,1.911111111,156774529,156774529,26699,грвІ
121.026653,30.178449,-95.66666667,-10.66666667,1.866666667,81154691,81154691,22720,грвІ
121.0880935,30.09958493,-98.6,-14,2.14,156774276,156774276,26696,грвІ
121.0881616,30.09956339,-91.71428571,-14.57142857,0.5,156937345,156937345,26696,грвІ
121.0879546,30.0995855,-95,-15,-0.5,156775299,156775299,26696,грвІ
121.088232,30.09936713,-84.8,-14.6,0.12,156937347,156937347,26696,грвІ
121.123842,30.047779,-92,-14,-4.2,103010051,103010051,26562,грвІ
120.9617485,30.11604709,-94,-11.66666667,1.266666667,156773506,156773506,22720,грвІ
