,index,ECI,ENB,跟踪区,区县,经度,纬度,频段,类型,方位角,sites_around,over_coverage
0,1920,103014145,402399,26700,余姚,121.156111,30.086388,F1,F,70,"[402403, 730396, 402426, 737870, 402398, 738556]",0.14814814814814814
